id,name
WLFI,Deepcoin (Derivatives) WLFI
TCOM,Gate (Futures) TCOM
ICP,gTrade (Arbitrum) ICP
FTT,MEXC (Futures) FTT
SNX,KCEX (Futures) SNX
BSW,KCEX (Futures) BSW
BLESS,Toobit Futures BLESS
SWELL,Gate (Futures) SWELL
AVAX,gTrade (Arbitrum) AVAX
APR,Toobit Futures APR
EDEN,Extended EDEN
CAKE,Aster (Futures) CAKE
WLD,Aster (Futures) WLD
ACX,Ourbit (Futures) ACX
CATI,Bitget Futures CATI
ALPINE,HTX Futures ALPINE
KSAHARAUSDT,.KSAHARAUSDT
CHILLGUY,Bitget Futures CHILLGUY
FIL,gTrade (Arbitrum) FIL
X,KCEX (Futures) X
TON,Bitunix Futures TON
HOME,MEXC (Futures) HOME
BID,HTX Futures BID
GORK,KCEX (Futures) GORK
BANANA,BingX (Futures) BANANA
KGEN,Gate (Futures) KGEN
BDYDX,.BDYDX
TRX,Aster (Futures) TRX
CHILLGUY,LBank (Futures) CHILLGUY
XNO,MEXC (Futures) XNO
BNX,Bybit (Futures) BNX
SSV,Toobit Futures SSV
PYTH,Binance (Futures) PYTH
RDO,Gate (Futures) RDO
KMNO,Gate (Futures) KMNO
BRETT,BingX (Futures) BRETT
CROSS,MEXC (Futures) CROSS
AI,Bitrue (Futures) AI
RWA,Ourbit (Futures) RWA
UNFI,KCEX (Futures) UNFI
ONG,AscendEX  (BitMax) (Futures) ONG
APE,Aster (Futures) APE
NAORIS,Deepcoin (Derivatives) NAORIS
TIA,KCEX (Futures) TIA
ETHFI,dYdX Chain ETHFI
HOME,Coinbase International Exchange (Derivatives) HOME
W,dYdX Chain W
TAI,Ourbit (Futures) TAI
HOT,Toobit Futures HOT
POL,Bitget Futures POL
AVA,BingX (Futures) AVA
XPL,Coinbase International Exchange (Derivatives) XPL
1000PEPE,Orderly (Derivatives) 1000PEPE
HOLO,OrangeX Futures HOLO
LTC,Bitget Futures LTC
BAN,Bitget Futures BAN
ADA,Extended ADA
JUP,KCEX (Futures) JUP
XLM,dYdX Chain XLM
DOGE,dYdX Chain DOGE
WLFI,Aster (Futures) WLFI
BAND,BVOX (Futures) BAND
WLD,Extended WLD
USELESS,HTX Futures USELESS
MEMEFI,Bitunix Futures MEMEFI
BONSAICOIN-USDC-EMG-PERP,
DEEP,Quanto DEEP
RETARDIO,Quanto RETARDIO
BABY,Aevo BABY
RIF,Binance (Futures) RIF
PEAQ,Gate (Futures) PEAQ
TRX,gTrade (Arbitrum) TRX
KSM,WOO X (Futures) KSM
TON,gTrade (Arbitrum) TON
HYPE,BingX (Futures) HYPE
EDGEN,Gate (Futures) EDGEN
FARM,MEXC (Futures) FARM
ONDO,Bitget Futures ONDO
CHEEMS,LBank (Futures) CHEEMS
MOODENG,Extended MOODENG
ENA,AscendEX  (BitMax) (Futures) ENA
FIL,dYdX Chain FIL
STBL,Toobit Futures STBL
KCHILLGUYUSDT,.KCHILLGUYUSDT
XPIN,OrangeX Futures XPIN
BNB,Extended BNB
XLM,Merkle Trade XLM
ATOM,Aster (Futures) ATOM
NEAR,Extended NEAR
MINA,Bitrue (Futures) MINA
POL,Bitrue (Futures) POL
NEO,Bitget Futures NEO
AVAX,KiloEx (opBnb) AVAX
APT,KiloEx (opBnb) APT
BIO1,LBank (Futures) BIO1
APE,dYdX Chain APE
XAI,MEXC (Futures) XAI
ZK,KiloEx (opBnb) ZK
AAVE,KCEX (Futures) AAVE
ASTER,KiloEx (opBnb) ASTER
AVA,Ourbit (Futures) AVA
MBOX,Bitget Futures MBOX
MORPHO,Bitget Futures MORPHO
A2Z,MEXC (Futures) A2Z
TRX,Deribit TRX
DAO,WEEX (Futures) DAO
MET,Gate (Futures) MET
BTRUMP,dYdX Chain BTRUMP
POWR,BingX (Futures) POWR
NOCHILL,OX.FUN NOCHILL
FLY,Gate (Futures) FLY
SFP,OrangeX Futures SFP
PENGU,Ourbit (Futures) PENGU
AVAIL,Gate (Futures) AVAIL
KAITO,Ourbit (Futures) KAITO
LDO,BVOX (Futures) LDO
0G,Toobit Futures 0G
BSV,Binance (Futures) BSV
PAAL,KCEX (Futures) PAAL
ANDY70B,OX.FUN ANDY70B
WIF,AscendEX  (BitMax) (Futures) WIF
MOODENG,Bitrue (Futures) MOODENG
TURBO,Bitrue (Futures) TURBO
ZEC,Gate (Futures) ZEC
IO,MEXC (Futures) IO
BRETT,Orderly (Derivatives) BRETT
TAIKO,Bitget Futures TAIKO
OP,KCEX (Futures) OP
SYN,KCEX (Futures) SYN
RNDR,gTrade (Arbitrum) RNDR
RIF,Toobit Futures RIF
MOONPIG,Ourbit (Futures) MOONPIG
AGI,Bitget Futures AGI
GAS,KCEX (Futures) GAS
CGPT,KCEX (Futures) CGPT
AVAAI,KCEX (Futures) AVAAI
TURTLE,KCEX (Futures) TURTLE
JUP,BVOX (Futures) JUP
ZEC,Extended ZEC
RESOLV,MEXC (Futures) RESOLV
BSV,BVOX (Futures) BSV
BDXN,HTX Futures BDXN
BMT,KCEX (Futures) BMT
ZORA,KCEX (Futures) ZORA
OBOL,KCEX (Futures) OBOL
KBADGERUSDT,.KBADGERUSDT
ZK,BingX (Futures) ZK
SHIB,gTrade (Arbitrum) SHIB
1000NEIRO1ETH,Quanto 1000NEIRO1ETH
HYPE,Ourbit (Futures) HYPE
GRT,dYdX Chain GRT
STPT,Bitrue (Futures) STPT
NOT,AscendEX  (BitMax) (Futures) NOT
PI,Ourbit (Futures) PI
APETH,MEXC (Futures) APETH
YND,MEXC (Futures) YND
TIA,gTrade (Arbitrum) TIA
POPCAT,Bitget Futures POPCAT
AERO,dYdX Chain AERO
RDNT,KCEX (Futures) RDNT
SEI,Bitrue (Futures) SEI
KMEUSDT,.KMEUSDT
XAI,Bitrue (Futures) XAI
1000FLOKI,CoinW (Futures) 1000FLOKI
REI,MEXC (Futures) REI
LTC,dYdX Chain LTC
WLD,dYdX Chain WLD
BSV,CoinW (Futures) BSV
HOOK,KCEX (Futures) HOOK
COMP,BVOX (Futures) COMP
LAYER,Coinbase International Exchange (Derivatives) LAYER
YB,Gate (Futures) YB
PRCL,BingX (Futures) PRCL
CAKE,Extended CAKE
METIS,Toobit Futures METIS
HANA,Toobit Futures HANA
USUAL,gTrade (Arbitrum) USUAL
SHIB,KCEX (Futures) SHIB
TRADOOR,OrangeX Futures TRADOOR
SUPER,Bitget Futures SUPER
AVNT,KCEX (Futures) AVNT
ZBT,KCEX (Futures) ZBT
WLFI,HTX Futures WLFI
TIBBIR,Ourbit (Futures) TIBBIR
MLN,KCEX (Futures) MLN
SXT,KCEX (Futures) SXT
ENA,BingX (Futures) ENA
D,KCEX (Futures) D
RAY,Quanto RAY
EUL,Gate (Futures) EUL
CGPT,Ourbit (Futures) CGPT
CLOUD,WOO X (Futures) CLOUD
SUNDOG,Quanto SUNDOG
BCH,Gate (Futures) BCH
MANA,KCEX (Futures) MANA
KSONICUSDT,.KSONICUSDT
NEIROCTO,MEXC (Futures) NEIROCTO
4,Extended 4
IN,KCEX (Futures) IN
IMX,KCEX (Futures) IMX
FOLKS,Toobit Futures FOLKS
BRAYT,.BRAYT
BBERAT30M,.BBERAT30M
AAVE,Aster (Futures) AAVE
KEFUXIAOHE,MEXC (Futures) KEFUXIAOHE
GRT,gTrade (Arbitrum) GRT
LISTA,Aster (Futures) LISTA
TRADOOR,Toobit Futures TRADOOR
PONKE,Orderly (Derivatives) PONKE
SUI,Aster (Futures) SUI
URMOM,Phemex (Futures) URMOM
STX,Bitget Futures STX
PROVE,Coinbase International Exchange (Derivatives) PROVE
BB,Bitget Futures BB
ATH,Bitget Futures ATH
LPT,KCEX (Futures) LPT
LDO,Orderly (Derivatives) LDO
LISTA,KCEX (Futures) LISTA
INJ,gTrade (Arbitrum) INJ
S,Extended S
FXS,Toobit Futures FXS
AERGO,Bitget Futures AERGO
ETHFI,BVOX (Futures) ETHFI
AERO,Extended AERO
SUSHI,KCEX (Futures) SUSHI
GTC,Toobit Futures GTC
AA,KCEX (Futures) AA
CORE,BingX (Futures) CORE
POPCAT,BingX (Futures) POPCAT
PRAI,Bitunix Futures PRAI
WINK,KCEX (Futures) WINK
BBL,Flipster BBL
ZEUS,Quanto ZEUS
SUNDOG,WOO X (Futures) SUNDOG
FIGHT,LBank (Futures) FIGHT
WOJAK,Quanto WOJAK
1000PORK,Quanto 1000PORK
AT,Aster (Futures) AT
ZK,Orderly (Derivatives) ZK
XNY,Aster (Futures) XNY
XRP,BVOX (Futures) XRP
LAB,Gate (Futures) LAB
ORDER,Toobit Futures ORDER
PENDLE,Binance (Futures) PENDLE
BIO,MEXC (Futures) BIO
BCH,Deribit BCH
WLD,Vest Exchange WLD
TRX,Bitget Futures TRX
TRUST,Toobit Futures TRUST
2Z,OrangeX Futures 2Z
ADA,Bitget Futures ADA
MANTLE,Coinbase International Exchange (Derivatives) MANTLE
LAYER,Bitget Futures LAYER
STRK,BVOX (Futures) STRK
DYDX,Aster (Futures) DYDX
RON,Bitrue (Futures) RON
XLM,CoinW (Futures) XLM
TIA,Extended TIA
1000BONK,CoinW (Futures) 1000BONK
CKB,BingX (Futures) CKB
UNI,gTrade (Polygon) UNI
BCH,gTrade (Polygon) BCH
1000PEPE,Aster (Futures) 1000PEPE
EIGEN,CoinW (Futures) EIGEN
SUBHUB,MEXC (Futures) SUBHUB
USTC,Binance (Futures) USTC
FLUX,gTrade (Arbitrum) FLUX
HBAR,gTrade (Arbitrum) HBAR
PEPE,gTrade (Arbitrum) PEPE
CARV,MEXC (Futures) CARV
STX,gTrade (Arbitrum) STX
WIF,gTrade (Arbitrum) WIF
LEVER,Ourbit (Futures) LEVER
API3,Fairdesk Derivatives API3
STG,gTrade (Arbitrum) STG
RCADE,MEXC (Futures) RCADE
ES,KiloEx (Base) ES
SHFL,Quanto SHFL
CRV,Orderly (Derivatives) CRV
EDEN,Toobit Futures EDEN
FET,gTrade (Arbitrum) FET
PROM,LBank (Futures) PROM
BCH,dYdX Chain BCH
FOXY,Bitrue (Futures) FOXY
KEYCAT,MEXC (Futures) KEYCAT
SWARMS,Ourbit (Futures) SWARMS
LINK,Bitget Futures LINK
DOGE,CoinW (Futures) DOGE
KSM,KCEX (Futures) KSM
MEME,Bitrue (Futures) MEME
MANTA,BVOX (Futures) MANTA
KOMA,Ourbit (Futures) KOMA
PAXG,Deribit PAXG
KGEN,OrangeX Futures KGEN
ELX,Ourbit (Futures) ELX
ETC,BVOX (Futures) ETC
BUILDONBOB,MEXC (Futures) BUILDONBOB
IOTA,CoinW (Futures) IOTA
PNUT,CoinW (Futures) PNUT
DAM,Aster (Futures) DAM
ALGO,Bitget Futures ALGO
ZK,Vest Exchange ZK
COMP,Gate (Futures) COMP
OM,Toobit Futures OM
ENS,Bitget Futures ENS
UAI,Toobit Futures UAI
NC,Bitget Futures NC
UNI,Extended UNI
SOLV,KCEX (Futures) SOLV
BIO,CoinW (Futures) BIO
BROCCOLIF3B,Ourbit (Futures) BROCCOLIF3B
AT,KCEX (Futures) AT
WLD,Demex (Derivatives) WLD
0G,KCEX (Futures) 0G
NOT,Bitget Futures NOT
ZRO,Bitget Futures ZRO
KENAUSDT,.KENAUSDT
SANTOS,Bitget Futures SANTOS
GMX,Quanto GMX
PUFFER,Kraken (Futures) PUFFER
AXL,Demex (Derivatives) AXL
PAXG,Vest Exchange PAXG
ONDO,Bitrue (Futures) ONDO
FLK,Gate (Futures) FLK
SONIC,Ourbit (Futures) SONIC
MLN,Ourbit (Futures) MLN
PENGU,KiloEx (opBnb) PENGU
ZRO,Vest Exchange ZRO
EUL,Aster (Futures) EUL
DOT,BVOX (Futures) DOT
HYPE,Vest Exchange HYPE
BLUR,KCEX (Futures) BLUR
MIRA,Toobit Futures MIRA
DOGE,Bitfinex (Futures) DOGE
AVAX,OKX (Futures) AVAX
BUZZ,Bitrue (Futures) BUZZ
ZRO,Orderly (Derivatives) ZRO
WCT,Coinbase International Exchange (Derivatives) WCT
RSR,Coinbase International Exchange (Derivatives) RSR
MANA,BVOX (Futures) MANA
TYCOON,MEXC (Futures) TYCOON
SAPIEN,Aster (Futures) SAPIEN
CLO,OrangeX Futures CLO
APR,Aster (Futures) APR
JUP,Vest Exchange JUP
RDO,Ourbit (Futures) RDO
LTC,CoinW (Futures) LTC
BNB,CoinW (Futures) BNB
B2,Aster (Futures) B2
KAITO,Aevo KAITO
SPEC,Ourbit (Futures) SPEC
BAT,KCEX (Futures) BAT
GALA,Bitget Futures GALA
COAI,KCEX (Futures) COAI
BELIEVE,KCEX (Futures) BELIEVE
MERL,BingX (Futures) MERL
AIXBT,BingX (Futures) AIXBT
BIGTIME,CoinW (Futures) BIGTIME
ACH,CoinW (Futures) ACH
CORE,Fairdesk Derivatives CORE
MMT,Toobit Futures MMT
KAS,Quanto KAS
NPC,Gate.io (Futures) NPC
DOG,Quanto DOG
PROS,Bybit (Futures) PROS
42,Aster (Futures) 42
BTC,CoinW (Futures) BTC
PIPPIN,Ourbit (Futures) PIPPIN
BNT,Bitrue (Futures) BNT
TRX,KCEX (Futures) TRX
TROY,Bybit (Futures) TROY
HOOK,MEXC (Futures) HOOK
2Z,Toobit Futures 2Z
BAKE,KCEX (Futures) BAKE
FHE,Deepcoin (Derivatives) FHE
XNAP,KCEX (Futures) XNAP
SEI,BVOX (Futures) SEI
CFX,CoinW (Futures) CFX
FORM,Ourbit (Futures) FORM
ETHFI,CoinW (Futures) ETHFI
RECALL,Gate (Futures) RECALL
SPELL,KCEX (Futures) SPELL
ZKJ,Bitget Futures ZKJ
SAGA,CoinW (Futures) SAGA
MOVR,Binance (Futures) MOVR
TRILLIONS,KCEX (Futures) TRILLIONS
GHIBLI,LBank (Futures) GHIBLI
COS,Bitget Futures COS
ARKM,BVOX (Futures) ARKM
DRIFT,Bitget Futures DRIFT
GAS,Phemex (Futures) GAS
OXT,Bitget Futures OXT
KITE,Bitmart Futures KITE
WIF,Bitrue (Futures) WIF
CKB,BYDFi (Futures) CKB
PHY,WEEX (Futures) PHY
HUMA,LBank (Futures) HUMA
APT,Synthetix Exchange APT
EOS,CoinCatch Derivatives EOS
SSV,CoinW (Futures) SSV
CYBER,Bitrue (Futures) CYBER
ARB,KCEX (Futures) ARB
PI,MEXC (Futures) PI
LIGHT,Toobit Futures LIGHT
TRUMPSOL,Ourbit (Futures) TRUMPSOL
CRV,Gate (Futures) CRV
FUTUON,Gate (Futures) FUTUON
REZ,BingX (Futures) REZ
1MCHEEMS,Bitget Futures 1MCHEEMS
PI,KCEX (Futures) PI
SIREN,Ourbit (Futures) SIREN
PUMP,MEXC (Futures) PUMP
TOKEN,KCEX (Futures) TOKEN
NEAR,gTrade (Arbitrum) NEAR
BAS,Aster (Futures) BAS
LAUNCHCOIN,Zoomex (Futures) LAUNCHCOIN
MIRA,KCEX (Futures) MIRA
42,KCEX (Futures) 42
A,Coinbase International Exchange (Derivatives) A
SUSHI,BVOX (Futures) SUSHI
MINA,Binance (Futures) MINA
HOLO,Aster (Futures) HOLO
BARD,Aster (Futures) BARD
COAI,Aster (Futures) COAI
SUI,BVOX (Futures) SUI
KAITO,Merkle Trade KAITO
VIRTUAL,Merkle Trade VIRTUAL
LINK,WOO X (Futures) LINK
MANTA,Bitrue (Futures) MANTA
BOMB,Ourbit (Futures) BOMB
ARK,BYDFi (Futures) ARK
ONDO,Vest Exchange ONDO
BLUM,Bitrue (Futures) BLUM
LAYER,LBank (Futures) LAYER
COMMON,KCEX (Futures) COMMON
KALUUSDT,.KALUUSDT
ATH,dYdX Chain ATH
EOS,Bybit (Futures) EOS
BABY,CoinCatch Derivatives BABY
PORTAL,KCEX (Futures) PORTAL
ZEC,Bitfinex (Futures) ZEC
JELLYJELLY,Ourbit (Futures) JELLYJELLY
BCH,CoinW (Futures) BCH
XAN,KCEX (Futures) XAN
BTC,BVOX (Futures) BTC
SOLV,CoinW (Futures) SOLV
BANANAS31,Ourbit (Futures) BANANAS31
NOM,Toobit Futures NOM
CKB,Binance (Futures) CKB
RESOLV,Aevo RESOLV
MMT,Aster (Futures) MMT
BB,BingX (Futures) BB
1000000MOG,Bitget Futures 1000000MOG
ARIA,Aster (Futures) ARIA
AAVE,Vest Exchange AAVE
ONT,KCEX (Futures) ONT
OPEN,Aster (Futures) OPEN
XLM,KiloEx (opBnb) XLM
CARV,Bitget Futures CARV
PIEVERSE,KiloEx (opBnb) PIEVERSE
AIA,Aster (Futures) AIA
ZRC,Bitget Futures ZRC
ASTR,MEXC (Futures) ASTR
ZEC,Aster (Futures) ZEC
MON,Aster (Futures) MON
ARB,gTrade (Arbitrum) ARB
DEBONKUSDT,.DEBONKUSDT
LIGHT,KCEX (Futures) LIGHT
POPFROG,Bitrue (Futures) POPFROG
GPS,LBank (Futures) GPS
FF,Toobit Futures FF
ALPACA,Phemex (Futures) ALPACA
BFTOKEN,KCEX (Futures) BFTOKEN
NOT,BingX (Futures) NOT
MITO,Aster (Futures) MITO
ZORA,Coinbase International Exchange (Derivatives) ZORA
BERA,Ourbit (Futures) BERA
BERA,Vest Exchange BERA
SUPER,Flipster SUPER
LINGO,MEXC (Futures) LINGO
VOXEL,KCEX (Futures) VOXEL
XPL.P,Arkham (Futures) XPL.P
CRO,Bitget Futures CRO
BNB,Vest Exchange BNB
EPIC,Ourbit (Futures) EPIC
ADA,BVOX (Futures) ADA
FXS,WOO X (Futures) FXS
AXS,BVOX (Futures) AXS
EPIC,KCEX (Futures) EPIC
CHILLHOUSE,KCEX (Futures) CHILLHOUSE
ILV,BingX (Futures) ILV
PARTI,Binance (Futures) PARTI
KPLUMEUSDT,.KPLUMEUSDT
DOGE,Binance (Futures) DOGE
NEAR,KCEX (Futures) NEAR
NEIROETH,KCEX (Futures) NEIROETH
FUN,Binance (Futures) FUN
WLD,KCEX (Futures) WLD
TRB,KCEX (Futures) TRB
BNT,Gate (Futures) BNT
TAO,Orderly (Derivatives) TAO
CLO,Aster (Futures) CLO
FLOKI,gTrade (Arbitrum) FLOKI
GAS,Toobit Futures GAS
COTI,KCEX (Futures) COTI
CTC,BloFin (Futures) CTC
ORDER,KCEX (Futures) ORDER
BBOMET,.BBOMET
ALLO,Toobit Futures ALLO
ARB,CoinW (Futures) ARB
NIL,Ourbit (Futures) NIL
UNI,MYX UNI
BMT,LBank (Futures) BMT
SYRUP,Coinbase International Exchange (Derivatives) SYRUP
XVG,Bitrue (Futures) XVG
AAVE,KiloEx (opBnb) AAVE
0G,KiloEx (opBnb) 0G
SOL,FWX (Futures) (Base) SOL
SYS,Bitget Futures SYS
WAVES,BVOX (Futures) WAVES
KAITO,Vest Exchange KAITO
TURBO,KCEX (Futures) TURBO
EIGEN,MEXC (Futures) EIGEN
MOVE,Helix (Futures) MOVE
BEAMX,KCEX (Futures) BEAMX
APT,gTrade (Arbitrum) APT
1000WHY,Binance (Futures) 1000WHY
KBERAUSDT,.KBERAUSDT
GHIBLI,WEEX (Futures) GHIBLI
WLD,gTrade (Arbitrum) WLD
BROCCOLI,KCEX (Futures) BROCCOLI
PING,KCEX (Futures) PING
W,CoinW (Futures) W
ACH,Binance (Futures) ACH
1000BTTC,LBank (Futures) 1000BTTC
LYN,Toobit Futures LYN
HYPE,Coinbase International Exchange (Derivatives) HYPE
KAS,KCEX (Futures) KAS
IOTA,BVOX (Futures) IOTA
KSUIUSD,.KSUIUSD
NEAR,Bitfinex (Futures) NEAR
NIL,gTrade (Arbitrum) NIL
MEME,BingX (Futures) MEME
ETH,BingX (Futures) ETH
BROCCOLIF3B,KCEX (Futures) BROCCOLIF3B
STRK,Paradex STRK
SKL,HTX Futures SKL
GOAT,Quanto GOAT
JUP,gTrade (Arbitrum) JUP
ASTR,Binance (Futures) ASTR
YFI,dYdX Chain YFI
BRETT-PERP,Vertex Edge (Mantle) BRETT-PERP
MAGA,WOO X (Futures) MAGA
NKN,Gate (Futures) NKN
KBONK,Vest Exchange KBONK
METIS,CoinW (Futures) METIS
FIDA,KCEX (Futures) FIDA
SAND,Bitfinex (Futures) SAND
KANIMEUSDT,.KANIMEUSDT
ASR,MEXC (Futures) ASR
SUI,AscendEX  (BitMax) (Futures) SUI
NEAR,BVOX (Futures) NEAR
RVN,Bitunix Futures RVN
BERA,CoinW (Futures) BERA
PUMP,Helix (Futures) PUMP
GIGGLE,Toobit Futures GIGGLE
OG,Gate (Futures) OG
GT,Gate (Futures) GT
SUN,Gate (Futures) SUN
SUN,Bitget Futures SUN
ARC,Binance (Futures) ARC
LUNA,Gate (Futures) LUNA
NOT,Flipster NOT
NTRN,BingX (Futures) NTRN
RSR,Gate (Futures) RSR
LAMBO,WEEX (Futures) LAMBO
CC,Aster (Futures) CC
PIPPIN,KCEX (Futures) PIPPIN
BLINK,.BLINK
CTC,Bitget Futures CTC
WBTC,Demex (Derivatives) WBTC
VTHO,WOO X (Futures) VTHO
OMG,LBank (Futures) OMG
GMX,Binance (Futures) GMX
MAGIC,WOO X (Futures) MAGIC
PIXEL,Bitrue (Futures) PIXEL
NEIRO,KCEX (Futures) NEIRO
MMT,Bitrue (Futures) MMT
BSOL,.BSOL
MMT,KiloEx (opBnb) MMT
"FARTCOIN,RAYDIUM,9BB6NFECJBCTNNLFKO2FQVQBQ8HHM13KCYYCDQBGPUMP","dYdX Chain FARTCOIN,RAYDIUM,9BB6NFECJBCTNNLFKO2FQVQBQ8HHM13KCYYCDQBGPUMP"
AUCTION,Gate (Futures) AUCTION
LISTA,CoinW (Futures) LISTA
KAITO,CoinW (Futures) KAITO
AIOT,Bitrue (Futures) AIOT
NC,Zoomex (Futures) NC
NXPC,Bitrue (Futures) NXPC
THETA,gTrade (Base) THETA
TRUTH,Bitrue (Futures) TRUTH
HBAR,BVOX (Futures) HBAR
JASMY,Bitfinex (Futures) JASMY
MASK,Gate (Futures) MASK
SSV,Gate (Futures) SSV
PEPE,Gate (Futures) PEPE
SPK,gTrade (Base) SPK
WLD,Binance (Futures) WLD
WAXP,Flipster WAXP
VIC,Binance (Futures) VIC
GUN,Binance (Futures) GUN
IO,KCEX (Futures) IO
ZEN,KCEX (Futures) ZEN
RUNE,Gate (Futures) RUNE
STX,Quanto STX
LINK,Aboard Exchange LINK
NEAR,CoinW (Futures) NEAR
TIBBIR,KCEX (Futures) TIBBIR
TRUST,Bitrue (Futures) TRUST
RECALL,Toobit Futures RECALL
DEGEN-PERP,Vertex Edge (Mantle) DEGEN-PERP
GRIFT,OX.FUN GRIFT
BUZZ,Bybit (Futures) BUZZ
UBC,Deepcoin (Derivatives) UBC
NFP,KCEX (Futures) NFP
XDC,Bitget Futures XDC
4,KCEX (Futures) 4
ZBCN,Bitrue (Futures) ZBCN
BETH,.BETH
SSV,Binance (Futures) SSV
DYDX,BVOX (Futures) DYDX
POLYX,BVOX (Futures) POLYX
1000PEPE,AscendEX  (BitMax) (Futures) 1000PEPE
SKL,BingX (Futures) SKL
SXT,Bitrue (Futures) SXT
BBNBT,.BBNBT
ETHFI,Binance (Futures) ETHFI
AGT,Bitrue (Futures) AGT
CAKE,Gate (Futures) CAKE
AUDIO,Gate (Futures) AUDIO
TNSR,gTrade (Polygon) TNSR
FET,KCEX (Futures) FET
RAYSOL,Binance (Futures) RAYSOL
ORDI,HTX Futures ORDI
ICP,dYdX Chain ICP
FXS,Flipster FXS
MELANIA,Binance (Futures) MELANIA
BMT,Binance (Futures) BMT
OXT,Gate (Futures) OXT
WIF,Paradex WIF
SUI,Aboard Exchange SUI
GMX,Aboard Exchange GMX
PIN,MEXC (Futures) PIN
LLM,LBank (Futures) LLM
PIGGY,KCEX (Futures) PIGGY
BBNB,.BBNB
STX,Binance (Futures) STX
FXS,OKX (Futures) FXS
ICP,Gate (Futures) ICP
ENS,CoinW (Futures) ENS
CLO,Toobit Futures CLO
DYM,KCEX (Futures) DYM
PUNDIX,Bitrue (Futures) PUNDIX
SOON,Bitrue (Futures) SOON
PLANCK,Bitrue (Futures) PLANCK
AAVE-PERP,Blitz AAVE-PERP
ETH,Derive (Futures) ETH
TON,Helix (Futures) TON
EDEN,KCEX (Futures) EDEN
STG,gTrade (Base) STG
KNOTUSDT,.KNOTUSDT
ZEN,Aster (Futures) ZEN
SIGN,Ourbit (Futures) SIGN
ACE,KCEX (Futures) ACE
DOGE,Paradex DOGE
TON,BTSE (Futures) TON
MELANIA,gTrade (Base) MELANIA
ARPA,BVOX (Futures) ARPA
SAND,Gate (Futures) SAND
XION,Bitget Futures XION
DGB,Gate (Futures) DGB
SUNDOG,KCEX (Futures) SUNDOG
SOLV,Bitget Futures SOLV
ETHFI,KiloEx (opBnb) ETHFI
BICO,Zoomex (Futures) BICO
SOPH,Ourbit (Futures) SOPH
1000SHIB,Binance (Futures) 1000SHIB
TRUMP,Binance (Futures) TRUMP
MUBARAK,Binance (Futures) MUBARAK
REZ,Flipster REZ
UNI,gTrade (Arbitrum) UNI
ORCA,Bitget Futures ORCA
FTM,Toobit Futures FTM
NEIROETH,Bitunix Futures NEIROETH
B2,CoinCatch Derivatives B2
SAND,Fairdesk Derivatives SAND
OVER,WEEX (Futures) OVER
KLEVERUSDT,.KLEVERUSDT
NOM,KCEX (Futures) NOM
DOT,Gate (Futures) DOT
XNL,KCEX (Futures) XNL
AXS,Gate (Futures) AXS
LUCE,XT.COM (Derivatives) LUCE
1000LUNC,Zoomex (Futures) 1000LUNC
NEAR,Paradex NEAR
YB,Bybit (Futures) YB
UNI,KCEX (Futures) UNI
BERA,Paradex BERA
KAIOUSDT,.KAIOUSDT
YB,Toobit Futures YB
CLANKER,Bitrue (Futures) CLANKER
TRB,Gate (Futures) TRB
XRP,gTrade (Arbitrum) XRP
SOL,OKX (Futures) SOL
ETH,BVOX (Futures) ETH
APT,Hyperliquid (Futures) APT
UNI,Hyperliquid (Futures) UNI
B2,Ourbit (Futures) B2
FET,Gate (Futures) FET
AI,Binance (Futures) AI
BEL,KCEX (Futures) BEL
ETH,Poloniex Futures ETH
SHIB,dYdX Chain SHIB
ORCA,Binance (Futures) ORCA
ATH,Flipster ATH
DENT,Phemex (Futures) DENT
AR,gTrade (Polygon) AR
ORDI,WOO X (Futures) ORDI
PIXEL,WOO X (Futures) PIXEL
DRIFT,WOO X (Futures) DRIFT
LMTS,Quanto LMTS
TRUST,Aster (Futures) TRUST
BDOTT,.BDOTT
KAITO,Zoomex (Futures) KAITO
AVAAI,MEXC (Futures) AVAAI
BGOATT,.BGOATT
GEMS,MEXC (Futures) GEMS
STBL,HTX Futures STBL
HEMI,gTrade (Base) HEMI
IOST,Gate (Futures) IOST
SKYAI,Bitrue (Futures) SKYAI
LIGHT,HTX Futures LIGHT
LAUNCHCOIN,Bitget Futures LAUNCHCOIN
XTZ,Kraken (Futures) XTZ
SYRUP,gTrade (Polygon) SYRUP
BDXN,Bitrue (Futures) BDXN
MOVE,Binance (Futures) MOVE
INIT,Zoomex (Futures) INIT
TAKE,Bitrue (Futures) TAKE
JCT,Bitrue (Futures) JCT
LPT,WOO X (Futures) LPT
ALGO,Kraken (Futures) ALGO
MON,gTrade (Polygon) MON
SSS,Ourbit (Futures) SSS
UNI,BVOX (Futures) UNI
FUNSOL,KCEX (Futures) FUNSOL
GOAT,KCEX (Futures) GOAT
ANIME,Binance (Futures) ANIME
PROMPT,Binance (Futures) PROMPT
ENA,Binance (Futures) ENA
SCRT,Flipster SCRT
CYBER,Gate (Futures) CYBER
VFY,KCEX (Futures) VFY
IMX,BTSE (Futures) IMX
LPT,Kraken (Futures) LPT
ASTER,Aster (Futures) ASTER
FF,Aster (Futures) FF
BANK,Aster (Futures) BANK
DASH,Aster (Futures) DASH
AAVE,Polynomial Trade  AAVE
ASTR,WOO X (Futures) ASTR
WAL,Bitrue (Futures) WAL
MDT,Bybit (Futures) MDT
PAXG,Kraken (Futures) PAXG
